,Name,Main Title,Dynasty,Date,Comment
399,Maya,Treasurer,18th dynasty,fl. c. late-14th century BC,"Overseer of the Treasury during the reign of the pharaohs Tutankhamun, Ay and Horemheb. Maya collected taxes and performed other services such as supervising the preparation of their tombs."
400,Mehytenweskhet,Queen,26th dynasty,fl. c. mid-7th century BC,"Daughter of the High Priest of Re Harsiese, and the Great Royal Wife of pharaoh Psamtik I. Mehytenweskhet was the mother of Necho II, the Divine Adoratrice of Amun Nitocris I and a daughter, Meryetneith."
401,Meketaten,Princess,18th dynasty,fl. c. mid-14th century BC,A daughter of Pharaoh Akhenaten and his wife Nefertiti.
402,Meketre,Treasurer,11th dynasty,fl. c. 21st century BC,Chancellor (treasurer) and chief steward during the reign of the 11th dynasty Egyptian kings Mentuhotep II and Mentuhotep III.
403,Menes,Pharaoh,1st dynasty,fl. 31st century BC,"Legendary pharaoh of the early dynastic period, credited by classical tradition with having united Upper and Lower Egypt, and being the founder of the 1st dynasty of Egypt. Mainstream consensus identifies him with Narmer."
404,Menhet,Queen,18th dynasty,fl. c. mid-15th century BC,A minor foreign-born wife of pharaoh Thutmose III who was buried in a lavishly furnished rock-cut tomb in Wady Gabbanat el-Qurud.
405,Menkare,Pharaoh,7th dynasty,fl. c. 22nd century BC,May have been a 7th dynasty king of Egypt during the First Intermediate Period.
406,Menkauhor Kaiu,Pharaoh,5th dynasty,fl. c. 25th century BC,"Menkauhor may have been a son of king Niuserre. Queen Meresankh IV and Queen Khuit I may have been consorts for Menkauhor. Menkauhor's successor, Djedkare Isesi, may have been his son."
407,Menkaure,Pharaoh,4th dynasty,fl. c. 26th century BC,"He reigned c. 2532 BC – c. 2503 BC, and ordered the construction of the third and smallest of the Pyramids of Giza. His chief queen was Khamerernebty II. He was the successor of Khafre."
408,Menkheperraseneb I,High Priest of Amun,18th dynasty,fl. c. mid-15th century BC,High Priest of Amun during the reign of pharaoh Thutmose III. He was possibly the uncle of Menkheperreseneb II.
409,Menkheperreseneb II,High Priest of Amun,18th dynasty,fl. c. mid-15th century BC,"High Priest of Amun, Superintendent of the Gold and Silver Treasuries and Chief of the Overseers of Craftsmen. He served during the reign of pharaoh Thutmose III."
410,Menkheperre,Prince,18th dynasty,fl. c. mid-15th century BC,One of two known sons of Pharaoh Thutmose III and his wife Merytre-Hatshepsut.
411,Menkheperre,High Priest of Amun,21st dynasty,fl. c. late-11th century BC,"A son of pharaoh Pinedjem I and queen Henuttawy. He was the High Priest of Amun at Thebes and de facto ruler of southern Egypt. Menkheperre married his niece Isetemkheb, daughter of his brother Psusennes I and wife Wiay."
412,Menna,"Artisan, Scribe",18th dynasty,fl. c. early-14th century BC,"An Egyptian artisan and ""Scribe of the Fields of the Lord of the Two Lands"" probably during the reign of the 18th dynasty king Thutmose IV."
413,Mentuherkhopshef,"Prince,",20th dynasty,fl. c. 12th century BC,One of the sons of Ramesses III and Iset Ta-Hemdjert
414,Mentuherkhepeshef,Prince,20th dynasty,fl. c. late-12th century BC,"An Egyptian prince during the 20th dynasty, a son of Pharaoh Ramesses IX."
415,Mentuhotep,Treasurer,12th dynasty,fl. c. late-20th century BC,An Egyptian official and treasurer under the 12th dynasty pharaoh Senusret I.
416,Mentuhotep,Queen,16th dynasty,fl. c. late-17th century BC,She was possibly the queen consort of the pharaoh Djehuti Sekhemresementawy.
417,Mentuhotep I,Pharaoh,11th dynasty,fl. c. 22nd century BC,"A local Egyptian prince at Thebes who became the first acknowledged ruler of the 11th dynasty by assuming the title of first supreme chief of Upper Egypt and, later, declaring himself king over all Egypt."
418,Mentuhotep II Nebhepetre,Pharaoh,11th dynasty,fl. c. 21st century BC,The son of Intef III and Iah. His wife was Tem. His only known son was Mentuhotep III. He was able to effectively reunite ancient Egypt for the first time since the 6th dynasty.
419,Mentuhotep III Sankhkare,Pharaoh,11th dynasty,fl. c. 21st century BC,He continued the building program of his father Mentuhotep II.
420,Mentuhotep IV Nebtawyre,Pharaoh,11th dynasty,fl. c. 20th century BC,The last king of the Egyptian 11th Dynasty (reigned c. 1997 BC – c. 1991 BC).
421,Mentuhotep V Sewedjara,Pharaoh,13th dynasty,fl. c. late-18th century BC,A pharaoh of Egypt in the 13th dynasty.
422,Mentuhotep VI Sankhenre,Pharaoh,16th dynasty,fl. c. late-17th century BC,A pharaoh of Egypt of the 16th Theban dynasty based in Upper Egypt during the Second Intermediate Period. His predecessor was Sekhemre Sankhtawy Neferhotep III. Mentuhotep VI was succeeded by Nebiriau I.
423,Mentuhotepi,Pharaoh,16th or 17th dynasty,fl. c. 1630 BC,Pharaoh during the fragmented second intermediate period ruling over little more than Thebes itself.
424,Menwi,Queen,18th dynasty,fl. c. mid-15th century BC,A minor foreign-born wife of the 18th dynasty Egyptian pharaoh Thutmose III who was buried in a lavishly furnished rock-cut tomb in Wady Gabbanat el-Qurud.
425,Merdjefare,Pharaoh,14th dynasty,fl. c. early-17th century BC,"One of the few attested pharaohs of the 14th dynasty, reigning from Avaris over the eastern Nile Delta."
426,Merefnebef,Vizier,6th dynasty,fl. c. 24th century BC,"He first served at the court of the pharaoh Teti, possibly became vizier during the reign of Userkare, and was dismissed during the reign of Pepi I. (or Unisankh and Fefi)"
427,Merenhor,Pharaoh,7th dynasty,fl. c. 22nd century BC,He may have been a 7th dynasty king of Egypt during the First Intermediate Period.
428,Merenre Nemtyemsaf I,Pharaoh,6th dynasty,fl. c. 23rd century BC,Merenre was a son of Pepi I and Ankhesenpepi I.
429,Merenre Nemtyemsaf II,Pharaoh,6th dynasty,fl. c. 22nd century BC,"Briefly king during the 6th dynasty of Egypt (reigned c. 2184 BC – c. 2183 BC), succeeding his long-lived father Pepi II Neferkare."
430,Mereret,Princess,4th dynasty,fl. c. 26th century BC,She was a daughter of Rahotep and Nofret and niece of pharaoh Khufu.
431,Mereruka,Vizier,6th dynasty,fl. c. 24th century BC,"He was the vizier to the pharaoh Teti and married Teti's daughter, Hert-watet-khet."
432,Meresamun,Priestess,,fl. c. 8th century BC,An ancient Egyptian singer-priestess in the inner sanctum at the temple in Karnak.
433,Meresankh I,Queen,3rd dynasty,fl. c. 27th century BC,Possibly a lesser wife of pharaoh Huni. Meresankh was the mother of the 4th dynasty pharaoh Sneferu.
434,Meresankh II,Queen,4th dynasty,fl. c. 26th century BC,"Meresankh II was a daughter of Khufu and Queen Meritites I. She was probably married her half-brother Djedefre, but it is also possible she married the pharaoh Khafre."
435,Meresankh III,Queen,4th dynasty,fl. c. 26th century BC,She was the daughter of Hetepheres II and Prince Kawab. She married king Khafre.
436,Meresankh IV,Queen,5th dynasty,fl. c. 25th century BC,She could have been queen to king Menkauhor Kaiu or Djedkare Isesi.
437,Meret-Isesi,Princess,5th dynasty,fl. c. 24th century BC,Her father was Pharaoh Djedkare.
438,Meretseger,Queen,12th dynasty,fl. c. mid-19th century BC,"She was probably the wife of Senusret III. She was the first Egyptian queen consort to bear the title Great Royal Wife, which became the standard title for chief wives of pharaohs."
439,Merhotepre Ini,Pharaoh,13th dynasty,fl. c. mid-17th century BC,The son and successor of Merneferre Ay and a king of the late 13th dynasty of Egypt.
440,Merikare,Pharaoh,21st dynasty,fl. c. 21st century BC,A pharaoh during the 10th dynasty of Egypt who controlled territories based around Herakleopolis.
441,Meritamen,Princess,18th dynasty,fl. c. mid-15th century BC,A daughter of Pharaoh Thutmose III and Merytre-Hatshepsut.
442,Meritamen,Queen,19th dynasty,fl. c. mid-13th century BC,"A daughter and later Great Royal Wife of the 19th dynasty pharaoh Ramesses II. Her name is also written as Meritamun, Merytamen, Merytamun, and Meryt-Amen."
443,Meritaten,Princess-Queen,18th dynasty,fl. c. mid-14th century BC,"Wife of pharaoh Smenkhkare. Meritaten was a daughter of pharaoh Akhenaten and queen Nefertiti. Meritaten also may have ruled as pharaoh in her own right under the name, Ankhkheperure Neferneferuaten."
444,Meritaten Tasherit,Princess,18th dynasty,fl. c. mid-14th century BC,"She was probably the daughter of Meritaten, the eldest daughter of Pharaoh Akhenaten."
445,Meritites I,Queen,4th dynasty,fl. c. 26th century BC,Meritites was a daughter of Sneferu. Meritites married her elder half-brother the pharaoh Khufu.
446,Meritites II,Princess,4th dynasty,fl. c. 26th century BC,"Daughter of pharaoh Khufu and his younger half-sister Meritites I. She married Akhethotep, who was a Director of the Palace."
447,Meritites IV,Queen,6th dynasty,fl. c. 24th century BC,She was a wife of king Pepi I.
448,Merit-Ptah,Physician,2nd dynasty,fl. c. 28th century BC,A female physician who lived during the 2nd dynasty in Egypt.
449,Merkare,Pharaoh,13th dynasty,fl. c. mid-17th century BC,Poorly known pharaoh of the late 13th dynasty during the second intermediate period.
450,Merkheperre,Pharaoh,13th dynasty,fl. c. mid-17th century BC,Poorly known pharaoh of the late 13th dynasty during the second intermediate period.
451,Merneferre Ay,Pharaoh,13th dynasty,fl. c. mid-17th century BC,Longest reigning king of the 13th Dynasty.
452,Merneith,Queen,1st dynasty,fl. c. 30th century BC,A queen consort and a regent of Egypt during the 1st dynasty. She may have been a ruler of Egypt in her own right. She was king Djet's senior royal wife and the mother of Den.
453,Merneptah,Pharaoh,19th dynasty,fl. c. mid to late-13th century BC,"He was a son of Ramesses II. Merneptah had to carry out several military campaigns during his reign,including against the Libyans, who he defeated with the assistance of the Sea Peoples."
454,Merenptah,Prince,19th dynasty,fl. c. mid-13th century BC,"An Egyptian prince during the 19th dynasty, who was probably the son of the pharaoh Merenptah."
455,Merti,Queen,18th dynasty,fl. c. mid-15th century BC,A minor foreign-born wife of the 18th dynasty Egyptian pharaoh Thutmose III who was buried in a lavishly furnished rock-cut tomb in Wady Gabbanat el-Qurud.
456,Meru,Official,11th dynasty,fl. c. 21st century BC,An Egyptian official under king Mentuhotep II during the 11th dynasty. Meru was overseer of sealers at the royal court and therefore one of the highest state officials.
457,Meryatum,High Priest of Re,19th dynasty,fl. c. mid-13th century BC,"An Egyptian prince and High Priest of Re, the son of the 19th dynasty pharaoh Ramesses II and Nefertari."
458,Meryatum II,High Priest of Re,20th dynasty,fl. c. mid-12th century BC,An Egyptian prince and High Priest of Re. He was a son of the 20th dynasty pharaoh Ramesses III.
459,Meryhathor,Pharaoh,10th dynasty,fl. c. 22nd century BCE,Possibly the founder of the Herakleopolite 10th dynasty.
460,Meryibre Khety,Pharaoh,9th dynasty,fl. c. 22nd century BCE,"Likely the founder of the Herakleopolite 9th dynasty, thus the Greek Achthoes. Also known as Meryibtawy."
461,Merymose,Viceroy of Kush,18th dynasty,fl. c. mid-14th century BC,Viceroy of Kush under Amenhotep III. He served for almost the entire four decades of that reign.
462,Meryptah,High Priest of Amun,18th dynasty,fl. c. mid-14th century BC,A High Priest of Amun during the reign of the 18th dynasty pharaoh Amenhotep III.
463,Meryre,High Priest of the Aten,18th dynasty,fl. c. mid-14th century BC,He was also Hereditary Noble and High Official and Fan-bearer on the Right Side of the King which emphasised his close relationship to the 18th dynasty king Akhenaten.
464,Meryre II,Steward,18th dynasty,fl. c. mid-14th century BC,"Superintendent to the 18th dynasty Egyptian queen Nefertiti and was also Royal Scribe, Steward and Overseer of the Two Treasuries and of the Royal Harem of Nefertiti."
465,Merysekhmet,Vizier,19th Dynasty,fl. c. late-13th century BC,He served during the reign of the 19th dynasty pharaoh Merenptah.
466,Meryteti,Vizier,6th Dynasty,fl. c. 24th century BC,Served as vizier to Pepi I. He was the son of the vizier Mereruka. His mother was princess Sesheshet Watetkhetor.
467,Merytre-Hatshepsut,Queen,18th Dynasty,fl. c. mid-15th century BC,Wife of pharaoh Thutmose III and the mother of Amenhotep II. She was the daughter of a priestess Hui.
468,Mesehti,Nomarch of Asyut,11th Dynasty,fl. c. 2000 BCE,Known for his tomb in Asyut and particularly for the several soldier models within.
469,Mesen-ka,Prince,2nd Dynasty,fl. c. late 27th century BC,Son of a king of the late 2nd Dynasty or early 3rd Dynasty.
470,Mindjedef,Prince,4th Dynasty,fl. c. 26th century BC,He was probably a son of Prince Kawab and Hetepheres II. He was a grandson of Pharaoh Khufu.
471,Minkhaf I,Vizier,4th dynasty,fl. c. 26th century BC,He was a son of Pharaoh Khufu. His mother may have been Queen Henutsen. He served as vizier during his father's reign.
472,Minkhaf II,Nobleman,4th dynasty,fl. c. 26th century BC,Great-nephew of Minkhaf I and great-grandson of Khufu.
473,Minmontu,High Priest of Amun,18th dynasty,fl. c. mid-16th century BC,"The High Priest of Amun during the reign of Ahmose I, an 18th dynasty king of Egypt."
474,Minmose,Overseer of the Works,18th dynasty,fl. c. late-15th century BC,The overseer of works for the 18th dynasty pharaohs Thutmose III and Amenhotep II and took part in expeditions to Syria and Nubia.
475,Minnefer,"Supervisor of Palace Attendants, Overseer of Messengers",5th dynasty,,Known from a statue.
476,Mutbenret,Princess,18th dynasty,fl. c. mid-14th century BC,An Egyptian noblewoman and possibly the sister of the 18th dynasty Great Royal Wife Nefertiti. (or Benretmut)
477,Mutemwiya,Queen,18th dynasty,fl. c. early-14th century BC,A minor wife of the 18th dynasty Egyptian king Thutmose IV and the mother of Amenhotep III.
478,Muthis,Pharaoh,29th dynasty,fl. c. early-4th century BCE,Maybe an ephemeral pharaoh usurper of the 29th dynasty.
479,Mutnedjmet,Queen,18th dynasty,fl. c. late-14th century BC,"Also known as Mutnedjemet, Mutnodjmet, and Mutnodjemet. She was the Great Royal Wife of Horemheb, the last king of the 18th dynasty."
480,Mutnedjmet,Queen,21st dynasty,fl. c. late-11th century BC,"She was the Great Royal Wife of her brother, Psusennes I, and was the mother of Pharaoh Amenemope. She was the daughter of the High Priest of Amun, Pinedjem I."
481,Mutnofret,Queen,18th dynasty,fl. c. late-16th century BC,"A queen of Thutmose I, and the mother of Thutmose II. She was probably a daughter of Ahmose I and a sister of Amenhotep I."
482,Nakht,Astronomer,18th dynasty,fl. c. 14th century BC,Served during the reign of Tuthmose IV. Buried in TT52
483,Nakhthoreb,Pharaoh,30th dynasty,,See Nectanebo II
484,Nakhtmin,General,18th dynasty,fl. c. mid-14th century BC,A general during the reign of Pharaoh Tutankhamun. Nakhtmin may have been the son and heir of Pharaoh Ay but died before the end of the Ay's reign.
485,Nakhtnebef,Pharaoh,30th dynasty,,See Nectanebo I
486,Nakhtneith,Queen,1st dynasty,fl. c. 31st century BC,Wife to king Djer.
487,Nakhtpaaten,Vizier,18th dynasty,fl. c. mid-14th century BC,Vizier of Pharaoh Akhenaten. Nakhtpaaten succeeded the vizier Ramose in office. Known from his tomb in Amarna.
488,Nakhtubasterau,Queen,26th dynasty,fl. c. mid-6th century BC,Wife of pharaoh Amasis II. Name also written as Nakhtbastetiru.
